id, date_creation, titre, adresse1, code_postal, commune
061S0061007731,0001-01-01,COTE DAZUR RACER SERVICE,Azur 3000 batiment b,06700,SAINT-LAURENT-DU-VAR
061S0061007732,0001-01-01,"LE LOTUS,000000,Les terrasses albert frederic maison 14,
061S0061007733,0001-01-01,AMICALE DES SPORTS ET LOISIRS CARROSSOIS,5 bis impasse des bruyeres,06510,CARROS
061S0061007735,0001-01-01,ASS LE RAYON VERT,022000, chemin saint jean",
061S0061007739,0001-01-01,FOIRE ARTISANALE AUX SANTONS DE CANNES,000000,,
061S0061007743,0001-01-01,ASS DU DISTRICT DE LUNION NATIONALE DU SPORT SCOLAIRE DE CANNES,Boulevard carnot,06150,CANNES
061S0061007759,0001-01-01,ZUZURELONE PRODUCTION,861 avenue pierre sauvaigo,06700,SAINT-LAURENT-DU-VAR
061S0061007764,0001-01-01,WALTAIR,000000, rue maintenon",
061S0061007768,0001-01-01,ASS PROVENCE COTE DAZUR KYUDO A.P.K.,000000,Le roc fleuri,
061S0061007769,0001-01-01,GROUPE DES ANCIENS DE MISSIONS EXPORT G.A.M.E.,Domaine de malbosc,06130,GRASSE
061S0061007770,0001-01-01,SYNDICAT DES AQUACULTEURS MEDITERRANEENS,Mairie,06590,THEOULE-SUR-MER
061S0061007775,0001-01-01,ASS POUR LE RAYONNEMENT DE LA COURTOISIE ET DES SERVICES ARCOS,"4,,06800
061S0061007785,0001-01-01,STAR ROCKY CLUB,Impasse lantelme,06700,SAINT-LAURENT-DU-VAR
061S0061007812,0001-01-01,SAINT NICOLAS, decouvrir ses differentes possibilite dapproche,000000,25 rue jean mero
061S0061007813,0001-01-01,QUALITE DE LA VIE,000000,,06610
061S0061007827,0001-01-01,ASS SPORTIVE SCOLAIRE USEP ECOLE DES CABRIERES 1 ET 2,000000,,06250
061S0061007828,0001-01-01,ASS SPORTIVE SCOLAIRE USEP ECOLE DRACEA,000000,,06130
061S0061007830,0001-01-01,CLUB DES ANCIENS DE SAINT GERMAIN,"11,,06800
061S0061007837,0001-01-01,ASS SPORTIVE SCOLAIRE U S E P ECOLE MIXTE DE LA CROISETTE,000000,,06150
061S0061007854,0001-01-01,S.O.S.ENVIRONNEMENT A BIOT, lhabitat et lenvironnement.",711 chemin de saint julien,sainte agnes
061S0061007864,0001-01-01,COMITE DINTERET LOCAL DE LA COMMUNE DE CANNES,000000, rue chabaud",
061S0061007865,0001-01-01,LES AMIS DU C.C.C.,"5,,06510
061S0061007874,0001-01-01,ASSISTANCE ET LOGISTIQUE INTERESSANT LA COMMUNICATION PAR LINTERPRETATION ET LA TRADUCTION VERS ET DEPUIS LAMERICAIN A.L.I.C.I.A.,000000, rue buffon",
061S0061007882,0001-01-01,ASS PRINTEMPS MUSICAL DE VALBONNE SOPHIA-ANTIPOLIS,"50,,06560
061S0061007883,0001-01-01,ASS SPORTIVE SCOLAIRE USEP ECOLE MIXTE DES COUGOUSSOLLES,000000,,06110
061S0061007894,0001-01-01,ASS SPORTIVE SCOLAIRE USEP SAINT MARTIN,000000,,06250
061S0061007895,0001-01-01,OLYMPIC MARINA JUNIORS BOWLING-CLUB,Les cavaliers - r.n. 7,06270,VILLENEUVE-LOUBET
061S0061007896,0001-01-01,CLUB VERT TENDRE,001000, boulevard courteline",
061S0061007909,0001-01-01,"ASS POUR RECHERCHES, rencontres et etudes concernant la sante.",Les terrasses dantibes p 2,
061S0061007933,0001-01-01,ASS SYNDICALE LIBRE DES COPROPRIETAIRES DU HAMEAU DES FAUVETTES,"946,,06560
061S0061007934,0001-01-01,ONZE BATEGUIER,11 rue du bateguier,06150,CANNES
061S0061007939,0001-01-01,INFORMATIQUE BER-SAU,Chemin des 4 chemins las palmas,06160,ANTIBES
061S0061007946,0001-01-01,SEMBOULES . NET,642 Boulevard g.apollinaire - les mimosas bat e,00000,
061S0061007957,0001-01-01,ASS DES ANCIENS COMBATTANTS DINDOCHINE DE CAGNES-SUR-MER ET ENVIRONS,000000,,06800
061S0061007959,0001-01-01,LES MAJORETTES DE VALBONNE - SOPHIA ANTIPOLIS M.V.S.A.,"15,,06560
061S0061007961,0001-01-01,ASS DE LA PLACE BELLEVUE ET DE LA RUE SAINT SAUVEUR,000000,,
061S0061007969,0001-01-01,ASS DES COPROPRIETAIRES GARAGES DES GRESSIERS,"72,,06640
061S0061007970,0001-01-01,BOUDCHOUX,,06140,COURSEGOULES
061S0061007973,0001-01-01,SPORTING C ASSOCIATION DISSOUTE DANS MULTILOG,,06560,VALBONNE
061S0061007977,0001-01-01,ASS LA XAVIERE DE JESUS,000000,,06590
061S0061007982,0001-01-01,ASS DES RESIDENCES DU PORT,000000,,
061S0061007987,0001-01-01,MARINA WIND - AZUR WIND CLUB,Marina baie des anges,06270,VILLENEUVE-LOUBET
061S0061007989,0001-01-01,ASS DES PROFESSIONNELS DE SANTE DE MOUANS-SARTOUX,000000,,06370
061S0061007990,0001-01-01,CENTRE DENTRAINEMENT ET DE PERFECTIONNEMENT POUR LE DEVELOPPEMENT DES SPORTS MECANIQUES,"1506,,06140
061S0061007993,0001-01-01,SYSTEMA NATURAE, amateur ou grand public.","4, rue des lilas villa saint charles"
061S0061007994,0001-01-01,COMITE DEPARTEMENTAL AERONAUTIQUE DES ALPES MARITIMES,Aerodrome de cannes mandelieu cannes la bocca,06150,CANNES
061S0061008010,0001-01-01,BNAI BRITH LOGE RENE CASSIN, en assistant les desherites,000000,Eden park esc b 833 chemin des combes
061S0061008013,0001-01-01,ASS SPORTIVE SCOLAIRE USEP ECOLE CLEMENT REBUFFEL MIXTE,Ecole clement rebuffel mougins centre,06250,MOUGINS
061S0061008015,0001-01-01,L DE SAINT ANDRE,000000,,
061S0061008018,0001-01-01,LE VIEUX VALLAURIS HIER AUJOURDHUI DEMAIN,12 rue lascaris,06220,VALLAURIS
061S0061008022,0001-01-01,ASS DES HAUTS DE CABRIS,000000,,
061S0061008027,0001-01-01,COMITE LOCAL DE MOUGINS MOUANS SARTOUX MOYEN PAYS DU MOUVEMENT CONTRE LE RACISME ET POUR LAMITIE ENTRE LES PEUPLES M.R.A.P., entre les personnes et les peuples.",165 chemin de la gypiere,
061S0061008029,0001-01-01,ASS SPORTIVE BROCOISE,Quartier la pinee,06510,BROC
061S0061008032,0001-01-01,VALLAURIS VOLLEY CLUB,Boulevard maurice rouvier,06220,VALLAURIS
061S0061008036,0001-01-01,LES POUVOIRS DU SUBCONSCIENT,"24,,06160
061S0061008041,0001-01-01,CENTRE DINFORMATION ET PRATIQUES GERONTOLOGIQUES C.I.P.G.,000000,A.v.r.r.,
061S0061008044,0001-01-01,ASS SPORTIVE DES PROFESSIONS DU COMMERCE ET ARTISANAT DE VALLAURIS,Avenue du tapis vert,06220,VALLAURIS
061S0061008047,0001-01-01,CANNES DEMAIN,6 chemin du vallon provencal,06150,CANNES
061S0061008052,0001-01-01,LE CERCLE DU BICENTENAIRE DE GRASSE,"27,,06130
061S0061008069,0001-01-01,ASS DES COMMERCANTS DU COEUR DU VIEUX GRASSE,"41,,06130
061S0061008073,0001-01-01,PRESTIGE ET CREATIONS,3 rue du thouron,06130,GRASSE
061S0061008082,0001-01-01,COMITE DE DEFENSE DU LOTISSEMENT LES MIMOSAS ET QUARTIERS ENVIRONNANTS,000000,,
061S0061008084,0001-01-01,AMIS DE SAINT ROCH ET CONSERVATION DES TRADITIONS BOUYONNAISES,000000,,06510
061S0061008091,0001-01-01,S.O.S. ASS ASSOCIATION DISSOUTE DANS MULTILOG,,06160,ANTIBES
061S0061008093,0001-01-01,ASS DES AMIS DE RENE GASIGLIA,"8,,06150
061S0061008117,0001-01-01,CENTRE MEDITERRANEEN DE GESTALT,000000, avenue jean aicard",Les pugets t 2
061S0061008118,0001-01-01,AMICALE DE DEFENSE DES LOCATAIRES DES ROMARINS,28 chemin des plantiers,06370,MOUANS-SARTOUX
061S0061008135,0001-01-01,CHEIRON-EV ASSOCIATION DISSOUTE DANS MULTILOG,,06140,COURSEGOULES
061S0061008154,0001-01-01,ASS DECONOMIE RURALE DES ALPES MARITIMES,000000,,
061S0061008155,0001-01-01,MUSIC AMBIANCE DU HAUT PAYS,000000,,06750
061S0061008157,0001-01-01,MANDELIEU LA NAPOULE DEMAIN,000000,Villa esfrala,
061S0061008160,0001-01-01,ASS SPORTIVE SOPHIPOLITAINE DES ETUDIANTS DES MINES,Ecole nationale superieure des mines de paris,06560,VALBONNE
061S0061008161,0001-01-01,VALLAURIS GOLFE-JUAN AVENIR,"142,,06220
061S0061008171,0001-01-01,JCB FORMATIONS,128 boulevard raymond poincare,06160,ANTIBES
061S0061008173,0001-01-01,ASS DE COORDINATION DES AIDES-SOIGNANTES DES AGENTS DE SERVICES HOSPITALIERS ET DES AUXILIAIRES PUERICULTRICES GRASSOISES,Centre hospitalier de grasse,06130,GRASSE
061S0061008178,0001-01-01,ASS CULTURELLE FRANCO CALABRAISE,Maison des associations,06160,ANTIBES
061S0061008179,0001-01-01,ASSOCIATION SPORTIVE P ASSOCIATION DISSOUTE DANS MULTILOG,,06110,CANNET
061S0061008182,0001-01-01,LES AMIS DU TRIO BAROQUE DE LA COUR DE PROVENCE,Les collines du capitou fc,06210,MANDELIEU-LA-NAPOULE
061S0061008185,0001-01-01,AMIS DU MUSEE DES CHASSEURS ALPINS DANTIBES, 60deg et 100deg bataillons de chasseurs deja rassembles,000000,Rue du general vandenberg
061S0061008189,0001-01-01,ASS DE DEFENSE DES LOCATAIRES DES GALETS,"61,,06800
061S0061008190,0001-01-01,ART COMMUNICATION LANGAGE FACTOTEM,000000,,
061S0061008195,0001-01-01,BRIGOMAGUS,Mairie de brianconnet,06850,BRIANCONNET
061S0061008198,0001-01-01,ASS COTE DAZUR MADAGASCAR A C A M,,06220,VALLAURIS
061S0061008201,0001-01-01,ACADEMIE DE PETANQUE DE TABLE LA VALBONNAISE DE LA VIGNE HAUTE,45 rue de la vigne haute bat 115,06560,VALBONNE
061S0061008202,0001-01-01,FEDERATION NATIONALE DE PETANQUE DE TABLE LA VALBONNAISE,45 rue de la vigne haute. bat. 115,06560,VALBONNE
061S0061008205,0001-01-01,COMITE SPORTIF DEPARTEMENTAL DES ALPES MARITIMES DE PECHE AU COUP C.S.D.06,Mairie de mandelieu,06210,MANDELIEU-LA-NAPOULE
061S0061008207,0001-01-01,RASSEMBLEMENT CAGNOIS, du patrimoine foncier et immobilier  defense des commercants, industriels  securite des biens et des personnes, lutte"
061S0061008208,0001-01-01,ASS DES PARENTS DELEVES DE LENSEIGNEMENT LIBRE DE LECOLE PRIMAIRE FENELON - SAINTE MARTHE,000000,,
061S0061008213,0001-01-01,ASS DES FAMILLES DE HARKIS ET LEURS AMIS,2 traverse du barri,06560,VALBONNE
061S0061008216,0001-01-01,ASSOCIATION DE DEFENSE DES COLOMBIERS, ainsi que lamenagement du quartier pour lenfance et pour les habitant,000000,Chemin des travails les colombiers
061S0061008226,0001-01-01,OFFICE DE LA CULTURE ET DE LA COMMUNICATION DE LA VILLE DE BIOT,Place de leglise,06410,BIOT
061S0061008232,0001-01-01,COMITE DES SPORTS DE MANDELIEU-LA NAPOULE,Maison des associations - place de la libert2,06210,MANDELIEU-LA-NAPOULE
061S0061008239,0001-01-01,ASS FEMMES ET LIBERTES,000000,,
061S0061008246,0001-01-01,INTAIRNATIONAL,000000,,06270
061S0061008251,0001-01-01,ASS VALLAURIS GOLFE-JUAN DABORD,13 rue louis chabrier,06220,VALLAURIS
061S0061008253,0001-01-01,VIVRE PEGOMAS,Pharmacie du logis,06580,PEGOMAS
061S0061008267,0001-01-01,RASSEMBLEMENT SAINT PAULOIS, du patrimoine foncier et immobilier, professions liberales, industriels
061S0061008274,0001-01-01,AMICALE DES MEDECINS GENERALISTES DE LA REGION DE CANNES,000000,,
061S0061008278,0001-01-01,ASS DE DEFENSE DU BASSIN VERSANT DE LA SIAGNE ET DE SES AFFLUENTS,Hotel de ville,06370,MOUANS-SARTOUX
061S0061008293,0001-01-01,RADIO DOUCE FRANCE, animer une station de radio-televi-sion privee au profit de lauditoire,000000,000000
061S0061008297,0001-01-01,LES AMIS DE LA BIENNALE ET DE LART CONTEMPORAIN - ART COMMUNICATION,000000,,
061S0061008302,0001-01-01,LE FIL DE SOIE,Les hameaux du soleil le cezanne,06270,VILLENEUVE-LOUBET
061S0061008304,0001-01-01,LESCAPADE,015000,,
061S0061008305,0001-01-01,COMITE DORGANISATION ENERGYM 92 A.M,Gymnase vilmorin rue emilie juan les pins,06160,ANTIBES
061S0061008319,0001-01-01,PONEY CLUB DU SOLEIL,Domaine de barbossi - r.n. 7,06210,MANDELIEU-LA-NAPOULE
061S0061008325,0001-01-01,CENTRE DE FORMATION DES JEUNES BOULISTES DU CERCLE BOULISTE ROCHEVILLOIS,Square desire pignatta,06110,CANNET
061S0061008333,0001-01-01,MOUGINS DANSE O6, nationales et",COMPLEXE OMNISPORTS DE FONT DE LORME,50 ALLEE PIERRE DE COUBERTIN
061S0061008347,0001-01-01,ASS PROFESSIONNELLE SCANDINAVE SCANDAZUR,"630,,06560
061S0061008352,0001-01-01,BASEBALL CLUB DE CANNES,22 rue leon noel,06150,CANNES
061S0061008355,0001-01-01,ORTELLI SPORT, sponsoring et generalement tous moyens licites pour subvenir aux besoins de lassociation.",58 avenue du petit juas,
061S0061008357,0001-01-01,MOUGINS RACING TEAM,"1642,,06250
061S0061008360,0001-01-01,ASS DES AMIS DU MAIRE ET DE SOUTIEN A LACTION MUNICIPALE,000000,,
061S0061008362,0001-01-01,ASS POUR LE RENOUVEAU DU CANNET,"46,,06110
061S0061008364,0001-01-01,MEMOIRE DE VALLAURIS,000000,,
061S0061008365,0001-01-01,ESPACE PEDAGOGIQUE,000000,,
061S0061008374,0001-01-01,COMITE PROVENCE COTE DAZUR DE TAROT,000000, avenue verdi - domaine des peyroues",
061S0061008377,0001-01-01,S.O.S. MEDECINS RIVE DROITE DU VAR,000000, avenue de la bermone le mont fleuri",
061S0061008380,0001-01-01,ASS POUR LA REMISE DUNE EPEE A J.KOVALEVSKY,000000,,
061S0061008384,0001-01-01,GOLFE PLONGEE CLUB,602 chemin de lauvert,06160,ANTIBES
061S0061008388,0001-01-01,CERCLE CULTUREL SCIENCE ET SOLIDARITE,"53,,06150
061S0061008394,0001-01-01,ALLIANCE AZUREENNE DACTION COMMERCIALE,000000,,06800
061S0061008403,0001-01-01,FARNARIER AUDINEAU VOILE 2000 FAV 2000,"329,,06160
061S0061008404,0001-01-01,ANTIBES LES PINS RACING TEAM,"21,,06160
061S0061008417,0001-01-01,PROTECH,Rue dostoieski ceram att. t.olsson,06560,VALBONNE
061S0061008420,0001-01-01,ASS DE SINOBIOLOGIE TRADITIONNELLE CHONG YU,000000, avenue du marechal gallieni",
061S0061008429,0001-01-01,COSMOBIO - RECHERCHE ASTROLOGIQUE VERS UNE SYNTHESE ENTRE LA PENSEE MYTHICO SYMBOLIQUE ET LA PENSEE SCIENTIFIQUE,000000,Place du general leclerc,
061S0061008432,0001-01-01,"ANTIBES 89,000000,,
061S0061008433,0001-01-01,UNIVERSITE INTERNATIONALE DE LA COTE DAZUR UNICA,85 jardins de charlotte val dazur,06560,VALBONNE
061S0061008434,0001-01-01,LES CERCLES DU XXIEME SIECLE,Gray dalbion,06150,CANNES
061S0061008438,0001-01-01,AVENIR MANDELIEU-LA NAPOULE, de lartisanat et de la vie associative,000000,"642
061S0061008441,0001-01-01,COMITE DEPARTEMENTAL DES ALPES MARITIMES DES ECHECS,CHEZ M. HENNETEAU PIERRE,06130,GRASSE
061S0061008455,0001-01-01,KAIMAN FUN CLUB,"10,,06150
061S0061008457,0001-01-01,CLUB DE SKI NAUTIQUE DE THEOULE,Ponton municipal du soleil dor,06590,THEOULE-SUR-MER
061S0061008459,0001-01-01,COMITE REGIONAL SPORTIF EN MILIEU RURAL DE LACADEMIE VAR - ALPES MARITIMES,000000,Hameau de thorenc,
061S0061008460,0001-01-01,ASS. PARENT DELEVE DES ECOLES DE MOUGINS LE HAUT,"850,,06250
061S0061008468,0001-01-01,ASS DES PECHEURS A LA MOUCHE DE GRASSE,000000,,
061S0061008470,0001-01-01,COMITE LOCAL DES OEUVRES SOCIALES DU PERSONNEL MUNICIPAL DE LA VILLE DE SAINT LAURENT DU VAR,Hotel de ville,,06700
061S0061008485,0001-01-01,UNION NATIONALE DE DEFENSE DES INTERETS DES ANCIENS COMBATTANTS ET VICTIMES DE LA GUERRE. U.D.I.A.C PROVENCE COTE DAZUR,Avenue france doutre mer holidays 80,06700,SAINT-LAURENT-DU-VAR
061S0061008489,0001-01-01,ASS CULTURELLE ET SPORTIVE DE VALDEROURE - LA FERRIERE,000000,,06750
061S0061008491,0001-01-01,COMITE DES FETES ET DES SPORTS DE CONSEGUDES,Mairie de consegudes,06510,CARROS
061S0061008494,0001-01-01,ARTEFACTE, mobilier et design.","8, avenue etienne caremil"
061S0061008516,0001-01-01,JUNIOR FABER AUDIBERT RACING TEAM,"20,,06130
061S0061008519,0001-01-01,ASS REFLECHIR A ANTIBES,Cmaurice rauscher le president,06160,ANTIBES
061S0061008524,0001-01-01,ASS DE GESTION DU FOYER CLUB DU STADE LAURENTIN,000000,,06700
061S0061008526,0001-01-01,AIR LOISIRS,Air loisirs - pays daccueil provence 06,06620,GREOLIERES
061S0061008528,0001-01-01,DOJO DU VIEIL ANTIBES,19 rue fersen,00000,
061S0061008535,0001-01-01,KASHMIRE,Cgilmore james domaine de la salis,06160,ANTIBES
061S0061008543,0001-01-01,ASS DE DEFENSE DU QUARTIER DU LOGIS,Bar des alpes,06580,PEGOMAS
061S0061008544,0001-01-01,ASS POUR LA PROMOTION DE LA CULTURE APC, art,000000,000000
061S0061008550,0001-01-01,OFFICE MUNICIPAL DES FETES OMF,000000,,
061S0061008556,0001-01-01,LES AMIS DE LA NAPOULE,000000,Rue des hautes roches bp 938,
061S0061008560,0001-01-01,SOLIDARITE - PREVENTION - LOISIRS,"2,,06150
061S0061008563,0001-01-01,SOLDATS DE FRANCE,"Villa claude,,06160
061S0061008569,0001-01-01,ASS POUR LE DEVELOPPEMENT DES TECHNIQUES EN MEDECINE TECHMED,000000,Lecrin b,
061S0061008575,0001-01-01,SECTION DU PARTI REPUBLICAIN DE SAINT LAURENT DU VAR,"136,,06700
061S0061008583,0001-01-01,COMITE DE JUMELAGE,Mairie,06510,GATTIERES
061S0061008585,0001-01-01,RIVIERA FISHING CLUB, en riviere,000000,"106 b
061S0061008589,0001-01-01,PREVENTION GENERALE 06,"14,,06130
061S0061008592,0001-01-01,LOS ROCIEROS,"27,,06130
061S0061008598,0001-01-01,ASS. PARENT DELEVE DU BAR SUR LOUP A.P.E.B,"534,,06620
061S0061008599,0001-01-01,ECOLOGIE VERTE, vallauris etc...","495, route de la mer"
061S0061008603,0001-01-01,SHOTOKAN KARATE-CLUB BAR SUR LOUP,000000,,06620
061S0061008607,0001-01-01,GRASSE 1989,Mairie de grasse,06130,GRASSE
061S0061008612,0001-01-01,AVEC LASSOCIATION AGISSANT POUR UNE VERITABLEDEFENSE DES CITOYENS,,06110,CANNET
061S0061008613,0001-01-01,ASS DES COMMERCANTS ROQUEFORTOIS, semaine commerciale etc...",Centre commercial le plan,Le cappuccino
061S0061008621,0001-01-01,ASS POUR LANIMATION ET LA FEDERATION DES CENTRES DE VACANCES ET DE LOISIRS DU CENTRE DE FORMATION DANIMATEURS ET DE GESTIONNAIRES,000000,,06130
061S0061008625,0001-01-01,DISTRICT COTE DAZUR-CORSE LEO,"362,,06370
061S0061008629,0001-01-01,LOU ZOUMAI,000000,,
061S0061008635,0001-01-01,INSTITUT COREEN DE RECHERCHE SUR LENERGIE KOREA INSTITUTE OF ENERGY RESEARCH KIER ,Parc haute technologie lot ndeg 8,,06250
061S0061008638,0001-01-01,MICROCAM 06,"111,,06700
061S0061008642,0001-01-01,COMITE DES FETES DE LA GAUDE,Mairie de la gaude,06610,GAUDE
061S0061008646,0001-01-01,"ASS DES COMMERCANTS,000000,Librairie papeterie des semboules,
061S0061008648,0001-01-01,COORDINATION DES MEDECINS DANTIBES ET DE SA REGION,"12-14,,06160
061S0061008650,0001-01-01,"GAOUA,Developper les echanges entre les communautes chretiennes catholiques de gaoua au burkina faso et de cagnes-sur-mer.,SECRETARIAT CENTRAL PAROISSE SAINT MATTHIEU,1 BOULEVARD MARECHAL JUIN
061S0061008653,0001-01-01,NGUYEN-TAN QWAN KI DO,"40,,06800
061S0061008656,0001-01-01,"MAQUETTISTES, PEINTRES DE MARINES DE CANNES ET SES ENVIRONS.", toutes personnes a une promotion culturelle et artistique concernant le modelisme et autres  dinitier les handicapes moteur a se reintegrer dans la vie active.",000000
061S0061008668,0001-01-01,LOONY SCUBA DIVING,000000,Le clair soleil b - golfe juan,
061S0061008669,0001-01-01,AUTISME FRANCE,"15,,06110
061S0061008672,0001-01-01,TEAM PELOSI,"5,,06510
061S0061008683,0001-01-01,ASSOCIATION DES PARENTS D ELEVES ECOLES LES MURIERS,000000,4 RUE RENE DUNAN LES MURIERS BT A1,
061S0061008688,0001-01-01,GROUPE AUTONOME DE CARROS - DES PARENTS DELEVES,000000,Rd 2209,
061S0061008690,0001-01-01,LE CLUB DES PARTICULIERS, acquerir ou echanger des biens ",Cm.bertani gilbert,"78
061S0061008698,0001-01-01,ASS CULTURE ET LOISIRS DES ISCLES,000000,,06700
061S0061008701,0001-01-01,CENTRE DES UNIONS,"491,,06700
061S0061008703,0001-01-01,SECTION DE SAINT JEANNET ET REGION DE LASSOCIATION REPUBLICAINE DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE A.R.A.C.,Mairie annexe,06640,SAINT-JEANNET
061S0061008704,0001-01-01,ACADEMIE DE LA PAIX ET DE LA SECURITE INTERNATIONALE,C.i.c.a route des cretes,06560,VALBONNE
061S0061008711,0001-01-01,THEATRE ET LUMIERES,"5,,06250
061S0061008713,0001-01-01,HARMONIE ASSOCIATION DISSOUTE DANS MULTILOG,,06800,CAGNES-SUR-MER
061S0061008723,0001-01-01,QUATRE FLEURS POUR LAMITIE,"69,,06140
061S0061008725,0001-01-01,GYMDETENTE,"511,,06610
061S0061008727,0001-01-01,SANTE - ENVIRONNEMENT - AVENIR S.E.A, partenariat.","8, allee des chenes"
061S0061008731,0001-01-01,CLUB MOUANSOIS DE FUTSAL,006000, allee du micocoulier",Grand jardin village
061S0061008752,0001-01-01,JOURNEES MEDITERRANEENNES DE LART VEGETAL,75009 chemin des plaines,06370,MOUANS-SARTOUX
061S0061008755,0001-01-01,INTERNATIONAL H20 SPEED ASSOCIATION, les sports de glisse aquatique, competitions nationales et internationales et lorganisation de loisirs de ses membres par des distractions diverses.",000000
061S0061008761,0001-01-01,BDE ON GERE LA PAUSE,CHEZ M. DOMINGUEZ GUILLAUME,06220,VALLAURIS
061S0061008763,0001-01-01,ANTIBES TRIATHLON,Avenue jules grec,06160,ANTIBES
061S0061008764,0001-01-01,CENTRE BODHI PATH,35 chemin rural de la ferriere,06750,VALDEROURE
061S0061008765,0001-01-01,MARC ASTOUX ET COMPAGNIE,000000,"Les olivarelles 2, 14 rue jean giono villa 15"
061S0061008775,0001-01-01,PHYSITEST,98 chemin de lolivet,06110,CANNET
061S0061008776,0001-01-01,ASS DES AMIS DES BIBLIOTHEQUES DE CANNES,000000,,06150
061S0061008781,0001-01-01,CLUB DES SUPPORTERS DU RUGBY-CLUB DANTIBES JUAN LES PINS,1 rue thuret,06160,ANTIBES
061S0061008782,0001-01-01,DOUCE FRANCE PLUS,000000,,
061S0061008790,0001-01-01,DAUPHINS SOLIDARITE,48 rue clemenceau,06480,COLLE-SUR-LOUP
061S0061008791,0001-01-01,CLUB DES SUPPORTERS SECTION DE BOXE DE LENTENTE SPORTIVE DU CANNET ROCHEVILLE,000000,,
061S0061008796,0001-01-01,ASS POUR LE DEVELOPPEMENT SOCIAL A.D.S.,000000,,
061S0061008804,0001-01-01,CLUB DE LOISIRS ET DACTION DE LA JEUNESSE,000000,,
061S0061008807,0001-01-01,MUNICIPAL ASSOCIATION DISSOUTE DANS MULTILOG,,06580,PEGOMAS
061S0061008815,0001-01-01,TERRE DAZUR,000000,,06370
061S0061008817,0001-01-01,CERCLE REPUBLICAIN LE CANNET COTE DAZUR,000000, avenue maurice jeanpierre",Le lerina
061S0061008822,0001-01-01,CLUB TAURIN PAUL RICARD DE CANNES-VALLAURIS,000000, chemin lintier",
061S0061008835,0001-01-01,ASS MOUANSOISE AUTONOME DE PARENTS DELEVES, contribuer a la prosperite materielle et au rayonnement de lecole.",ECOLE FRANCOIS JACOB,1896 RTE DE PEGOMAS
061S0061008839,0001-01-01,MJC FJC ESPACE CULTURE ET CITOYENNETE,3 rue soutrane,06560,VALBONNE
061S0061008840,0001-01-01,LE CLUB DES AMATEURS DE GRANDS CRUS INTERNATIONAL,000000,Villa la pouneraie,
061S0061008845,0001-01-01,ASS POUR LA SAUVEGARDE DE NOTRE DAME DU VAR.,Mairie de gattieres,06510,GATTIERES
061S0061008850,0001-01-01,SOPHIATELGESTION,Route des lucioles espace beethoven,06560,VALBONNE
061S0061008863,0001-01-01,LES CONVENTIONNELS DES ALPES-MARITIMES,000000, rue alphone daudet",
061S0061008873,0001-01-01,AMICALE DE LA POLICE MUNICIPALE DE MOUANS-SARTOUX,000000,,
061S0061008888,0001-01-01,POUR LE DEVELOPPEMENT DE LA COMMUNICATION INTERACTIVE A.D.C.I., education,000000,60 route de font graissant
061S0061008894,0001-01-01,MANAGERS A LECOUTE DU FUTUR,3 chemin des rainards,06650,ROURET
061S0061008903,0001-01-01,UNIVERSITE GAT INTERNATIONALE,10 place des tilleuls,06550,ROQUETTE-SUR-SIAGNE
061S0061008910,0001-01-01,LES CINEMAS DU COUPLE,"Avenue des alpes,,06160
061S0061008917,0001-01-01,COMITE DE SOUTIEN A VERONIQUE AKOBE,"25,,06130
061S0061008921,0001-01-01,SEMENCE TOUS TERRAINS, ainsi que par la litterature",468 ave du dr jean lefebvre,Res. les maurettes
061S0061008935,0001-01-01,ACCUEIL DES VILLES FRANCAISES CAGNES-SUR-MER A.V.F. CAGNES-SUR-MER,4 avenue de verdun,06800,CAGNES-SUR-MER
061S0061008938,0001-01-01,WALLY-NIGHT,13 clos des pins,06700,SAINT-LAURENT-DU-VAR
061S0061008939,0001-01-01,LES ARTISTES ASSOCIES PLANOIS,6-8 rue louis cauvin,06130,GRASSE
061S0061008941,0001-01-01,ASS CHRETIENNE ENTRAIDE SOPHIA,1 passage des pignes - bat 121,06560,VALBONNE
061S0061008944,0001-01-01,INSTITUT PROVENCAL DE THERAPIES MANUELLES,000000,Le plaisance,
061S0061008957,0001-01-01,"LE CHARDON BLEU. UNITE DE VIE A CARACTERE SOCIAL POUR PERSONNES AGEES DEPENDANTE,000000,,06460
061S0061008959,0001-01-01,PROMOSPORTS COTE DAZUR,000000,,
061S0061008968,0001-01-01,LES AMIS DE RADIO-ZINZINE DANS LES ALPES-MARITIMES,000000,,06110
061S0061008969,0001-01-01,CANNES SOLIDARITE,agir pour plus de convivialite etde solidariteencourager lesprit de solidarite maitriser le cadre de vie developper la concitoyennete",Avenue des buisons ardents,La bocca
061S0061008974,0001-01-01,ASSOCIATION POUR LE DON DE SANG BENEVOLE DE LA VALLEE DE LA SIAGNE,CHEZ LA PRESIDENTE MME VACANCE MARIE,06810,AURIBEAU-SUR-SIAGNE
061S0061008976,0001-01-01,VENCE TOUT TERRAIN,28 avenue victor tuby,06140,VENCE
061S0061008977,0001-01-01,RESIDENCE CANNES MONTVENOUX,2 avenue delattre de tassigny,06150,CANNES
061S0061008984,0001-01-01,BOXING CLUB SAINT PAUL,Mairie st paul,06570,SAINT-PAUL
061S0061008985,0001-01-01,LAIR DU TEMPS,000000,,
